lap_location,world_location,velocity
0.0022954896558076143,"(-120.51669311523438, -0.3628598749637604, -822.7105712890625)","(6.737037181854248, 0.03782884404063225, -0.7439367771148682)"
0.0023440502118319273,"(-120.29474639892578, -0.3616303503513336, -822.7354125976562)","(6.716469764709473, 0.037064678966999054, -0.7587587833404541)"
0.002387814689427614,"(-120.07344818115234, -0.36039814352989197, -822.7607421875)","(6.697519779205322, 0.03760337084531784, -0.7647837400436401)"
0.0024396725930273533,"(-119.83272552490234, -0.35905343294143677, -822.78857421875)","(6.677134990692139, 0.03693074733018875, -0.7646584510803223)"
0.00248823338188231,"(-119.61248779296875, -0.3578338623046875, -822.8140869140625)","(6.676327228546143, 0.03744741529226303, -0.7681573629379272)"
0.0025385923217982054,"(-119.39183044433594, -0.35655707120895386, -822.839599609375)","(6.69687032699585, 0.03995366394519806, -0.7768216729164124)"
0.0025798967108130455,"(-119.17034149169922, -0.355179101228714, -822.865234375)","(6.729827404022217, 0.043434906750917435, -0.7836573123931885)"
0.002631045877933502,"(-118.94706726074219, -0.35367611050605774, -822.8914184570312)","(6.800982475280762, 0.04717203229665756, -0.7871785759925842)"
0.0026756145525723696,"(-118.7221450805664, -0.352118581533432, -822.91748046875)","(6.804346084594727, 0.04600226879119873, -0.7832663655281067)"
0.0027249690610915422,"(-118.49853515625, -0.35067012906074524, -822.9430541992188)","(6.760728359222412, 0.04174716770648956, -0.7806668877601624)"
0.002773426240310073,"(-118.27546691894531, -0.34943363070487976, -822.9685668945312)","(6.759925365447998, 0.03390055522322655, -0.7819371819496155)"
0.0028185932897031307,"(-118.05277252197266, -0.34841811656951904, -822.9940795898438)","(6.736442565917969, 0.028569580987095833, -0.7789437770843506)"
0.0028691415209323168,"(-117.83082580566406, -0.3475545644760132, -823.0199584960938)","(6.715028762817383, 0.02380063384771347, -0.7992162108421326)"
0.0029175884556025267,"(-117.58948516845703, -0.34675392508506775, -823.0496826171875)","(6.689881801605225, 0.02108639106154442, -0.8526149392127991)"
0.002964240964502096,"(-117.36927032470703, -0.34607625007629395, -823.0790405273438)","(6.658572673797607, 0.02006799541413784, -0.9231977462768555)"
0.0030108934734016657,"(-117.15015411376953, -0.34543055295944214, -823.111083984375)","(6.623348712921143, 0.019263237714767456, -1.0117863416671753)"
0.0030554526019841433,"(-116.93229675292969, -0.34478500485420227, -823.146240234375)","(6.58571195602417, 0.020086616277694702, -1.107282042503357)"
0.003103600349277258,"(-116.71530151367188, -0.3440542221069336, -823.1829833984375)","(6.571046352386475, 0.024057678878307343, -1.0974608659744263)"
0.0031481594778597355,"(-116.49858856201172, -0.343190461397171, -823.2178344726562)","(6.5619378089904785, 0.027897823601961136, -1.0226389169692993)"
0.0031939463224262,"(-116.28228759765625, -0.34219542145729065, -823.2509765625)","(6.54746675491333, 0.0316895954310894, -1.0027625560760498)"
0.0032400477211922407,"(-116.06661224365234, -0.34111931920051575, -823.2840576171875)","(6.526856899261475, 0.033123601227998734, -1.0066399574279785)"
0.003285251324996352,"(-115.85147094726562, -0.3400295376777649, -823.3168334960938)","(6.512817859649658, 0.03256545215845108, -0.9778674840927124)"
0.003336741356179118,"(-115.61700439453125, -0.33887138962745667, -823.3514404296875)","(6.517227649688721, 0.032285887748003006, -0.9452072381973267)"
0.0033846390433609486,"(-115.40148162841797, -0.33778050541877747, -823.38232421875)","(6.543710231781006, 0.03373851254582405, -0.936759889125824)"
0.0034289443865418434,"(-115.18494415283203, -0.33664849400520325, -823.4132080078125)","(6.580550193786621, 0.0347633957862854, -0.9297474026679993)"
0.003477151971310377,"(-114.96691131591797, -0.3354916572570801, -823.4437255859375)","(6.616912364959717, 0.03455444425344467, -0.9241287112236023)"
0.0035221201833337545,"(-114.74925994873047, -0.33442336320877075, -823.4739379882812)","(6.5765862464904785, 0.030479155480861664, -0.9184704422950745)"
0.003568887012079358,"(-114.53250122070312, -0.3334824740886688, -823.504150390625)","(6.565924167633057, 0.027116240933537483, -0.9193702340126038)"
0.003615953726693988,"(-114.31587219238281, -0.3326101005077362, -823.5343627929688)","(6.564423561096191, 0.026390764862298965, -0.9220133423805237)"
0.003660622052848339,"(-114.09893035888672, -0.331695556640625, -823.56494140625)","(6.584670066833496, 0.029083184897899628, -0.9282639622688293)"
0.0037073888815939426,"(-113.88103485107422, -0.3306657671928406, -823.595703125)","(6.624832630157471, 0.033495932817459106, -0.9214301109313965)"
0.0037580530624836683,"(-113.64246368408203, -0.32943689823150635, -823.6280517578125)","(6.617047309875488, 0.03409148007631302, -0.8699333667755127)"
0.003804558888077736,"(-113.42461395263672, -0.32832860946655273, -823.6554565429688)","(6.593517303466797, 0.03301692008972168, -0.7987987399101257)"
0.0038510910235345364,"(-113.20710754394531, -0.32727470993995667, -823.6812744140625)","(6.585750579833984, 0.031081954017281532, -0.7939472198486328)"
0.003900024574249983,"(-112.99027252197266, -0.3262918293476105, -823.70849609375)","(6.557509899139404, 0.02883724682033062, -0.8470072746276855)"
0.00394475506618619,"(-112.77420806884766, -0.3253677785396576, -823.7366333007812)","(6.539810657501221, 0.027521923184394836, -0.8428133130073547)"
0.003990386612713337,"(-112.55863952636719, -0.3244563639163971, -823.76416015625)","(6.525366306304932, 0.02775382623076439, -0.8333262205123901)"
0.004033315926790237,"(-112.34365844726562, -0.3235422670841217, -823.791748046875)","(6.50651741027832, 0.027733005583286285, -0.8442341089248657)"
0.0040804482996463776,"(-112.12894439697266, -0.32259875535964966, -823.8199462890625)","(6.5133056640625, 0.02960384450852871, -0.8565037250518799)"
0.004125532694160938,"(-111.91384887695312, -0.32157936692237854, -823.84814453125)","(6.5097432136535645, 0.03169066086411476, -0.8614675998687744)"
0.004173928406089544,"(-111.68004608154297, -0.32042911648750305, -823.87890625)","(6.48231315612793, 0.032209280878305435, -0.8637846112251282)"
0.004225029610097408,"(-111.46635437011719, -0.3193734884262085, -823.9074096679688)","(6.470673084259033, 0.031707316637039185, -0.8655964136123657)"
0.004268916789442301,"(-111.25311279296875, -0.31831973791122437, -823.935791015625)","(6.454308986663818, 0.03228068724274635, -0.8638335466384888)"
0.0043131038546562195,"(-111.04035949707031, -0.31724151968955994, -823.964111328125)","(6.446518421173096, 0.033066753298044205, -0.863646388053894)"
0.004362101200968027,"(-110.82725524902344, -0.3161240816116333, -823.9927978515625)","(6.469541072845459, 0.034611985087394714, -0.8653673529624939)"
0.004403594881296158,"(-110.61328125, -0.3149380087852478, -824.0214233398438)","(6.4992995262146, 0.03747503086924553, -0.8648619055747986)"
0.0044529433362185955,"(-110.39774322509766, -0.31359967589378357, -824.0502319335938)","(6.565311908721924, 0.04373447597026825, -0.8700931668281555)"
0.004496273584663868,"(-110.1793212890625, -0.3120107650756836, -824.0791625976562)","(6.667425632476807, 0.05209283530712128, -0.8859735727310181)"
0.004548630677163601,"(-109.93633270263672, -0.3099019229412079, -824.1114501953125)","(6.827263355255127, 0.06480301171541214, -0.9075402021408081)"
0.00459948368370533,"(-109.7076644897461, -0.3075120449066162, -824.141845703125)","(7.020453453063965, 0.07892255485057831, -0.9295836687088013)"
0.0046485308557748795,"(-109.47216796875, -0.3046573996543884, -824.173095703125)","(7.222307205200195, 0.09168170392513275, -0.9557992219924927)"
0.004695471841841936,"(-109.23401641845703, -0.30173733830451965, -824.2046508789062)","(7.171578884124756, 0.08263615518808365, -0.9487179517745972)"
0.004751188214868307,"(-108.9986343383789, -0.29932311177253723, -824.235595703125)","(7.124305248260498, 0.06402092427015305, -0.944866955280304)"
0.004801788367331028,"(-108.76316833496094, -0.29759126901626587, -824.2669677734375)","(7.139197826385498, 0.043608199805021286, -0.9459133148193359)"
0.004847569391131401,"(-108.52767181396484, -0.29639163613319397, -824.2982788085938)","(7.140097141265869, 0.03163152188062668, -0.9466888308525085)"
0.004901784006506205,"(-108.29130554199219, -0.2954862117767334, -824.329833984375)","(7.184077739715576, 0.02426275424659252, -0.9524110555648804)"
0.004957504570484161,"(-108.05323791503906, -0.2947503924369812, -824.3613891601562)","(7.245311260223389, 0.021569639444351196, -0.9609876275062561)"
0.005007502622902393,"(-107.79023742675781, -0.2939058840274811, -824.3963623046875)","(7.364570617675781, 0.026297064498066902, -0.9764466881752014)"
0.00506235845386982,"(-107.54460144042969, -0.29287007451057434, -824.428955078125)","(7.515190124511719, 0.035921741276979446, -0.996306836605072)"
0.005112392362207174,"(-107.29479217529297, -0.29161763191223145, -824.4619750976562)","(7.5753865242004395, 0.036564286798238754, -1.0063254833221436)"
0.005165440030395985,"(-107.04630279541016, -0.29056257009506226, -824.494873046875)","(7.499958515167236, 0.02830706536769867, -0.9971239566802979)"
0.005216076970100403,"(-106.79885864257812, -0.2897793650627136, -824.5277709960938)","(7.501546382904053, 0.019956424832344055, -0.9978860020637512)"
0.005275755655020475,"(-106.55157470703125, -0.28923720121383667, -824.5606689453125)","(7.481141567230225, 0.01410000491887331, -0.9937020540237427)"
0.005326701793819666,"(-106.30501556396484, -0.288778692483902, -824.593505859375)","(7.472036838531494, 0.014623583294451237, -0.9866361021995544)"
0.005378889851272106,"(-106.05783081054688, -0.2882453501224518, -824.6264038085938)","(7.507499694824219, 0.017470594495534897, -0.9882547855377197)"
0.005432585719972849,"(-105.80929565429688, -0.2875995337963104, -824.6593017578125)","(7.555379867553711, 0.02175559103488922, -0.9937633275985718)"
0.005486583337187767,"(-105.53556823730469, -0.28664201498031616, -824.6953125)","(7.653439998626709, 0.031635284423828125, -1.009101390838623)"
0.005546916276216507,"(-105.2806167602539, -0.2853924334049225, -824.7289428710938)","(7.790928363800049, 0.04315749555826187, -1.0294795036315918)"
0.005598500836640596,"(-105.02081298828125, -0.28377851843833923, -824.76318359375)","(7.922710418701172, 0.052067819982767105, -1.046700358390808)"
0.005656742956489325,"(-104.76025390625, -0.28211358189582825, -824.7974243164062)","(7.857357501983643, 0.04840124398469925, -1.0404959917068481)"
0.005709873046725988,"(-104.50163269042969, -0.2806355059146881, -824.8316650390625)","(7.832279205322266, 0.04094776511192322, -1.0380855798721313)"
0.005768436472862959,"(-104.24320220947266, -0.2794143259525299, -824.8659057617188)","(7.82658052444458, 0.03464901074767113, -1.0367460250854492)"
0.005821566097438335,"(-103.9854507446289, -0.27832040190696716, -824.900146484375)","(7.79832649230957, 0.03221307322382927, -1.0333667993545532)"
0.005880129523575306,"(-103.7284164428711, -0.27728232741355896, -824.9343872070312)","(7.781437397003174, 0.031207557767629623, -1.029109001159668)"
0.005931749939918518,"(-103.47160339355469, -0.2762148678302765, -824.9685668945312)","(7.789603233337402, 0.03387479484081268, -1.02837073802948)"
0.005987023469060659,"(-103.21387481689453, -0.27501580119132996, -825.0028076171875)","(7.831794738769531, 0.03901884704828262, -1.0342508554458618)"
0.00604985048994422,"(-102.93097686767578, -0.2734866738319397, -825.0401611328125)","(7.8914642333984375, 0.04684475064277649, -1.0404373407363892)"
0.006107239983975887,"(-102.66867065429688, -0.2717441916465759, -825.0747680664062)","(8.003020286560059, 0.05759083107113838, -1.05563485622406)"
0.006161609664559364,"(-102.40237426757812, -0.26968955993652344, -825.1099243164062)","(8.106051445007324, 0.064506895840168, -1.0695347785949707)"
0.006221415940672159,"(-102.13578033447266, -0.2676185071468353, -825.14501953125)","(8.045961380004883, 0.06091613695025444, -1.0636729001998901)"
0.006275202613323927,"(-101.87081146240234, -0.26571834087371826, -825.179931640625)","(8.025419235229492, 0.05369376763701439, -1.0632996559143066)"
0.0063311210833489895,"(-101.60609436035156, -0.26411172747612, -825.21484375)","(8.012961387634277, 0.04506715014576912, -1.0620909929275513)"
0.0063879466615617275,"(-101.3421401977539, -0.26272159814834595, -825.249755859375)","(7.988141059875488, 0.0400688461959362, -1.0602519512176514)"
0.006445074453949928,"(-101.0788803100586, -0.26147446036338806, -825.28466796875)","(7.968935966491699, 0.03614356741309166, -1.056592345237732)"
0.006502202246338129,"(-100.79248046875, -0.26021379232406616, -825.32275390625)","(7.944030284881592, 0.034379664808511734, -1.0487351417541504)"
0.006562055554240942,"(-100.53071594238281, -0.2590804696083069, -825.3572387695312)","(7.924305438995361, 0.034547410905361176, -1.0476449728012085)"
0.006620131433010101,"(-100.26918029785156, -0.257892906665802, -825.3919677734375)","(7.933246612548828, 0.03755875304341316, -1.0500612258911133)"
0.006673972122371197,"(-100.00680541992188, -0.256587952375412, -825.4268798828125)","(7.965878486633301, 0.04098222404718399, -1.051809310913086)"
0.006729325279593468,"(-99.74305725097656, -0.2551734745502472, -825.4617919921875)","(8.02145767211914, 0.04478081688284874, -1.0584092140197754)"
0.0067883082665503025,"(-99.47661590576172, -0.25360003113746643, -825.4970092773438)","(8.118443489074707, 0.04982485622167587, -1.0710636377334595)"
0.006848198361694813,"(-99.20854949951172, -0.2519998252391815, -825.5325317382812)","(8.101760864257812, 0.045820657163858414, -1.068153738975525)"
0.006901460234075785,"(-98.94212341308594, -0.25062477588653564, -825.5674438476562)","(8.060033798217773, 0.03834972158074379, -1.0651981830596924)"
0.00695594260469079,"(-98.67623901367188, -0.24944262206554413, -825.6024169921875)","(8.054004669189453, 0.034540265798568726, -1.0683521032333374)"
0.007023441139608622,"(-98.38687896728516, -0.24820862710475922, -825.6405029296875)","(8.025022506713867, 0.03476366028189659, -1.0633728504180908)"
0.007080648094415665,"(-98.1224136352539, -0.2470531016588211, -825.6754150390625)","(8.005532264709473, 0.03467979282140732, -1.0603324174880981)"
0.00712998490780592,"(-97.8586196899414, -0.24592530727386475, -825.7103271484375)","(7.984617233276367, 0.03402956202626228, -1.0576180219650269)"
0.007190836127847433,"(-97.59551239013672, -0.24479852616786957, -825.7452392578125)","(7.964512348175049, 0.03436228632926941, -1.0538746118545532)"
0.007259593810886145,"(-97.33306884765625, -0.24364355206489563, -825.780029296875)","(7.942453861236572, 0.03579166531562805, -1.0474708080291748)"
0.007344101555645466,"(-97.07097625732422, -0.2423991709947586, -825.814697265625)","(7.949049472808838, 0.039521925151348114, -1.0486558675765991)"
0.007403772324323654,"(-96.8080825805664, -0.24102354049682617, -825.849609375)","(7.979979515075684, 0.043584465980529785, -1.0523042678833008)"
0.007450418546795845,"(-96.54396057128906, -0.23949825763702393, -825.884521484375)","(8.03126335144043, 0.04872541129589081, -1.0564643144607544)"
0.007480707950890064,"(-96.27729797363281, -0.23777060210704803, -825.9196166992188)","(8.123377799987793, 0.05558975785970688, -1.070619821548462)"
0.007483737077564001,"(-95.9848861694336, -0.235711470246315, -825.9583740234375)","(8.097427368164062, 0.05752886086702347, -1.0681856870651245)"
0.007483737077564001,"(-95.71844482421875, -0.2338017225265503, -825.9932861328125)","(8.063104629516602, 0.05769118666648865, -1.0642675161361694)"
0.007483737077564001,"(-95.4525146484375, -0.23196731507778168, -826.0281982421875)","(8.051583290100098, 0.05367627739906311, -1.0642266273498535)"
0.007483737077564001,"(-95.1872329711914, -0.23025013506412506, -826.0631103515625)","(8.027031898498535, 0.051014531403779984, -1.06466543674469)"
0.007483737077564001,"(-94.9227294921875, -0.2285839468240738, -826.0980224609375)","(8.005232810974121, 0.05022609978914261, -1.062774896621704)"
0.007841719314455986,"(-94.658935546875, -0.22690600156784058, -826.1329345703125)","(7.984103202819824, 0.0518704392015934, -1.0591709613800049)"
0.007891844026744366,"(-94.39582061767578, -0.22515547275543213, -826.1678466796875)","(7.962867736816406, 0.05346620827913284, -1.0542969703674316)"
0.00793639849871397,"(-94.13345336914062, -0.2233949452638626, -826.2027587890625)","(7.940722942352295, 0.05315076559782028, -1.0500949621200562)"
0.007984666153788567,"(-93.87177276611328, -0.2216583490371704, -826.2373046875)","(7.920083999633789, 0.05205727741122246, -1.0471034049987793)"
0.008040360175073147,"(-93.58709716796875, -0.21980811655521393, -826.274658203125)","(7.896340370178223, 0.050953205674886703, -1.0475867986679077)"
0.00808677077293396,"(-93.32691955566406, -0.21812288463115692, -826.3089599609375)","(7.874330997467041, 0.05148029699921608, -1.0463099479675293)"
0.008434549905359745,"(-93.06743621826172, -0.21636949479579926, -826.3432006835938)","(7.85330057144165, 0.05468479171395302, -1.0424141883850098)"
0.008434549905359745,"(-92.80866241455078, -0.21451637148857117, -826.37744140625)","(7.832456588745117, 0.05698675662279129, -1.0410027503967285)"
0.008434549905359745,"(-92.55059814453125, -0.2126270830631256, -826.4116821289062)","(7.810439109802246, 0.05749475583434105, -1.0361143350601196)"
0.008434549905359745,"(-92.2932357788086, -0.21071180701255798, -826.4459228515625)","(7.789057731628418, 0.058511700481176376, -1.0291821956634521)"
0.008434549905359745,"(-92.03652954101562, -0.20874394476413727, -826.4796142578125)","(7.7718329429626465, 0.06110396236181259, -1.0259418487548828)"
0.008435183204710484,"(-91.780029296875, -0.2066311240196228, -826.5134887695312)","(7.779367446899414, 0.06638405472040176, -1.0282610654830933)"
0.008466526865959167,"(-91.52286529541016, -0.20437224209308624, -826.5476684570312)","(7.805010795593262, 0.07004342973232269, -1.0277488231658936)"
0.008515601046383381,"(-91.24151611328125, -0.20180156826972961, -826.5846557617188)","(7.810698509216309, 0.07157797366380692, -1.0265095233917236)"
0.008569741621613503,"(-90.98445892333984, -0.19945946335792542, -826.6182250976562)","(7.774331092834473, 0.07035186141729355, -1.0259901285171509)"
0.008645093999803066,"(-90.72823333740234, -0.1971753090620041, -826.6517944335938)","(7.757596969604492, 0.06824938207864761, -1.0264874696731567)"
0.00872044637799263,"(-90.47259521484375, -0.19495397806167603, -826.6853637695312)","(7.736261367797852, 0.0669078454375267, -1.0240478515625)"
0.008776502683758736,"(-90.21766662597656, -0.19276605546474457, -826.7188720703125)","(7.716386318206787, 0.06547090411186218, -1.0066957473754883)"
0.008829740807414055,"(-89.96333312988281, -0.19066306948661804, -826.7511596679688)","(7.700364589691162, 0.062453437596559525, -0.9524288773536682)"
0.008887732401490211,"(-89.70951843261719, -0.18863371014595032, -826.7813110351562)","(7.683446884155273, 0.06082098186016083, -0.9031667113304138)"
0.008936217986047268,"(-89.45645141601562, -0.18662860989570618, -826.811767578125)","(7.656262397766113, 0.06100552901625633, -0.9437363743782043)"
0.008992625400424004,"(-89.2042236328125, -0.18457016348838806, -826.8433227539062)","(7.633168697357178, 0.06383047252893448, -0.9524778127670288)"
0.009053468704223633,"(-88.92984008789062, -0.1822022646665573, -826.877197265625)","(7.611409664154053, 0.06705327332019806, -0.9373117089271545)"
0.009105154313147068,"(-88.67902374267578, -0.17995749413967133, -826.9080810546875)","(7.590142726898193, 0.06868132948875427, -0.9411910176277161)"
0.009160054847598076,"(-88.42892456054688, -0.177681565284729, -826.939208984375)","(7.568883419036865, 0.06907162815332413, -0.9469698071479797)"
0.009210830554366112,"(-88.1795425415039, -0.17541120946407318, -826.9705810546875)","(7.547792434692383, 0.06843209266662598, -0.9454773664474487)"
0.00926224049180746,"(-87.93083953857422, -0.17319686710834503, -827.0018310546875)","(7.526900291442871, 0.065569669008255, -0.9465357065200806)"
0.009320314042270184,"(-87.68283081054688, -0.17111343145370483, -827.033203125)","(7.505719184875488, 0.0608845129609108, -0.9472274780273438)"
0.009374897927045822,"(-87.43547058105469, -0.1691916286945343, -827.064453125)","(7.487121105194092, 0.0561179593205452, -0.9460507035255432)"
0.009422515518963337,"(-87.188720703125, -0.1674080640077591, -827.0955200195312)","(7.473892688751221, 0.05272364243865013, -0.946577787399292)"
0.009478110820055008,"(-86.94187927246094, -0.16568630933761597, -827.1268310546875)","(7.489223003387451, 0.05194740742444992, -0.9460211396217346)"
0.009534341283142567,"(-86.67205047607422, -0.16382500529289246, -827.1610717773438)","(7.489574909210205, 0.05089736357331276, -0.9461153745651245)"
0.009587395936250687,"(-86.42550659179688, -0.16218958795070648, -827.1920166015625)","(7.457247734069824, 0.048379164189100266, -0.9430207014083862)"
0.009638543240725994,"(-86.1796875, -0.16065283119678497, -827.222900390625)","(7.443352222442627, 0.0449678860604763, -0.943152666091919)"
0.009695409797132015,"(-85.93441772460938, -0.1592245101928711, -827.2537841796875)","(7.421187400817871, 0.04197824373841286, -0.9418133497238159)"
0.009746883064508438,"(-85.68987274169922, -0.15787456929683685, -827.28466796875)","(7.402385711669922, 0.04034619778394699, -0.9383485913276672)"
0.009801560081541538,"(-85.4459228515625, -0.1565479040145874, -827.3155517578125)","(7.383639812469482, 0.040197741240262985, -0.9347877502441406)"
0.009848606772720814,"(-85.20259094238281, -0.15524522960186005, -827.346435546875)","(7.368975639343262, 0.03875337913632393, -0.9305696487426758)"
0.009904872626066208,"(-84.95917510986328, -0.15399761497974396, -827.3773193359375)","(7.384476184844971, 0.03717828169465065, -0.9288747906684875)"
0.009948423132300377,"(-84.71504211425781, -0.1527600735425949, -827.408203125)","(7.409835338592529, 0.03819073736667633, -0.9302401542663574)"
0.010013589635491371,"(-84.44721984863281, -0.15130731463432312, -827.44189453125)","(7.4624481201171875, 0.04189542680978775, -0.9371567368507385)"
0.01006445474922657,"(-84.20137023925781, -0.14994780719280243, -827.4727783203125)","(7.42966365814209, 0.040207501500844955, -0.9322370290756226)"
0.010118212550878525,"(-83.95675659179688, -0.14865919947624207, -827.503662109375)","(7.4056291580200195, 0.03797750174999237, -0.928687572479248)"
0.010172288864850998,"(-83.7125473022461, -0.14744393527507782, -827.534423828125)","(7.393187999725342, 0.03643783926963806, -0.9253395795822144)"
0.010222230106592178,"(-83.468994140625, -0.1462184637784958, -827.564697265625)","(7.370603561401367, 0.03776159510016441, -0.9249469041824341)"
0.010278850793838501,"(-83.22614288330078, -0.1449514776468277, -827.594970703125)","(7.350273132324219, 0.03849748522043228, -0.9238171577453613)"
