lap_location,world_location,velocity
0.020465774461627007,"(-35.436256408691406, 0.1210206151008606, -833.7577514648438)","(5.880029678344727, 0.04890807345509529, -0.7869355082511902)"
0.02050904370844364,"(-35.24282455444336, 0.12259023636579514, -833.7838134765625)","(5.849228382110596, 0.046467192471027374, -0.7825586795806885)"
0.02055296301841736,"(-35.0499382019043, 0.12407287210226059, -833.8095703125)","(5.84134578704834, 0.04339524358510971, -0.7837569117546082)"
0.020596232265233994,"(-34.85737228393555, 0.1254315823316574, -833.83544921875)","(5.827517032623291, 0.03924597054719925, -0.7842430472373962)"
0.020633669570088387,"(-34.665313720703125, 0.12665797770023346, -833.861083984375)","(5.817769527435303, 0.035800501704216, -0.7828675508499146)"
0.02067307010293007,"(-34.472965240478516, 0.12781858444213867, -833.8870239257812)","(5.841544151306152, 0.03499365597963333, -0.7843059301376343)"
0.02071475237607956,"(-34.279685974121094, 0.12899291515350342, -833.9132080078125)","(5.870685577392578, 0.03649591654539108, -0.7867540717124939)"
0.020757734775543213,"(-34.08496856689453, 0.13027068972587585, -833.9393920898438)","(5.9315385818481445, 0.04093831777572632, -0.7946591973304749)"
0.020796485245227814,"(-33.88754653930664, 0.131726935505867, -833.9658813476562)","(6.029635906219482, 0.04700038209557533, -0.809173583984375)"
0.02084207534790039,"(-33.66794204711914, 0.13354776799678802, -833.9954223632812)","(6.148658752441406, 0.05261392518877983, -0.8247181177139282)"
0.020884407684206963,"(-33.46577072143555, 0.13518217206001282, -834.0224609375)","(6.092555999755859, 0.046262457966804504, -0.8185690641403198)"
0.020931949838995934,"(-33.2652702331543, 0.1365857720375061, -834.04931640625)","(6.076625823974609, 0.03917692229151726, -0.8185840249061584)"
0.020976899191737175,"(-33.06458282470703, 0.1377495378255844, -834.076171875)","(6.077731132507324, 0.03243197873234749, -0.821678638458252)"
0.021017616614699364,"(-32.864498138427734, 0.13874170184135437, -834.10302734375)","(6.05242919921875, 0.028298394754529, -0.8164048790931702)"
0.021060287952423096,"(-32.66490936279297, 0.13961251080036163, -834.1298828125)","(6.050642013549805, 0.025068720802664757, -0.8146202564239502)"
0.021100353449583054,"(-32.46475601196289, 0.14041724801063538, -834.15673828125)","(6.078847885131836, 0.024282023310661316, -0.8197632431983948)"
0.02114563249051571,"(-32.26355743408203, 0.14124137163162231, -834.183837890625)","(6.114119052886963, 0.02575850486755371, -0.8249329328536987)"
0.021183418110013008,"(-32.06061935424805, 0.1421293467283249, -834.2113647460938)","(6.179488658905029, 0.027656417340040207, -0.8287341594696045)"
0.02123325690627098,"(-31.83843994140625, 0.1430637538433075, -834.2413330078125)","(6.1490583419799805, 0.024007581174373627, -0.8245909810066223)"
0.021275602281093597,"(-31.63608741760254, 0.1438191682100296, -834.2684326171875)","(6.127676010131836, 0.02229069545865059, -0.8227282166481018)"
0.02131796069443226,"(-31.433887481689453, 0.14454230666160583, -834.2955932617188)","(6.123350620269775, 0.021896684542298317, -0.8232493996620178)"
0.021363575011491776,"(-31.232229232788086, 0.14528445899486542, -834.3224487304688)","(6.100426197052002, 0.022946109995245934, -0.8205129504203796)"
0.0214020237326622,"(-31.031185150146484, 0.14603498578071594, -834.3493041992188)","(6.087330341339111, 0.02226308360695839, -0.8238398432731628)"
0.02144959382712841,"(-30.830533981323242, 0.14675170183181763, -834.376220703125)","(6.074528217315674, 0.02185496687889099, -0.8208028078079224)"
0.021491950377821922,"(-30.62998390197754, 0.14753463864326477, -834.403076171875)","(6.0861124992370605, 0.02569563314318657, -0.8226168155670166)"
0.021529745310544968,"(-30.428558349609375, 0.14846237003803253, -834.4304809570312)","(6.117679595947266, 0.030022475868463516, -0.8258671164512634)"
0.02156917192041874,"(-30.225830078125, 0.14954398572444916, -834.4580078125)","(6.170547962188721, 0.03527550399303436, -0.8309805989265442)"
0.021621307358145714,"(-30.00188636779785, 0.15092332661151886, -834.488037109375)","(6.2573771476745605, 0.04000850021839142, -0.8440618515014648)"
0.021664002910256386,"(-29.79585075378418, 0.15220434963703156, -834.5156860351562)","(6.216777324676514, 0.03735494986176491, -0.8411656022071838)"
0.02171289175748825,"(-29.591278076171875, 0.15338951349258423, -834.543212890625)","(6.195708274841309, 0.03457436338067055, -0.8397011160850525)"
0.02175069786608219,"(-29.38673973083496, 0.15447013080120087, -834.5707397460938)","(6.195195198059082, 0.0314052551984787, -0.8353884220123291)"
0.021798934787511826,"(-29.182697296142578, 0.15547563135623932, -834.5982666015625)","(6.172970771789551, 0.02984180487692356, -0.8320618867874146)"
0.021841956302523613,"(-28.97922134399414, 0.15645746886730194, -834.6257934570312)","(6.164850234985352, 0.030164966359734535, -0.8305476903915405)"
0.021881068125367165,"(-28.775354385375977, 0.15750238299369812, -834.6533203125)","(6.191181182861328, 0.033170249313116074, -0.8316545486450195)"
0.021926697343587875,"(-28.57050323486328, 0.15866175293922424, -834.6808471679688)","(6.223180294036865, 0.03677929937839508, -0.8363909721374512)"
0.0219707153737545,"(-28.364086151123047, 0.1599484086036682, -834.70849609375)","(6.289285182952881, 0.041014838963747025, -0.846006453037262)"
0.02201768197119236,"(-28.135498046875, 0.1615622192621231, -834.7392578125)","(6.4061713218688965, 0.04881490767002106, -0.8604434132575989)"
0.022062690928578377,"(-27.92332649230957, 0.16323673725128174, -834.7676391601562)","(6.4170451164245605, 0.050286903977394104, -0.8630505204200745)"
0.02210802584886551,"(-27.712726593017578, 0.16482172906398773, -834.7958374023438)","(6.364963054656982, 0.046112969517707825, -0.8584146499633789)"
0.022151729092001915,"(-27.502540588378906, 0.1662474423646927, -834.8240356445312)","(6.372659683227539, 0.04085823521018028, -0.8607509732246399)"
0.022200651466846466,"(-27.29261589050293, 0.16752709448337555, -834.8522338867188)","(6.347871780395508, 0.03739132359623909, -0.8589891195297241)"
0.02224370278418064,"(-27.083297729492188, 0.16873592138290405, -834.8804321289062)","(6.3469624519348145, 0.036348067224025726, -0.8581234812736511)"
0.022282518446445465,"(-26.87322998046875, 0.16994845867156982, -834.9086303710938)","(6.3812947273254395, 0.037509795278310776, -0.862385630607605)"
0.02233244478702545,"(-26.66200828552246, 0.17125019431114197, -834.937255859375)","(6.420947551727295, 0.04125417768955231, -0.8664411902427673)"
0.022377802059054375,"(-26.448766708374023, 0.17270734906196594, -834.9661254882812)","(6.50353479385376, 0.04684154689311981, -0.8762974143028259)"
0.022426748648285866,"(-26.212182998657227, 0.1745523065328598, -834.9979858398438)","(6.637331485748291, 0.05521237850189209, -0.8949071764945984)"
0.022471779957413673,"(-25.99093246459961, 0.17649096250534058, -835.0278930664062)","(6.737221717834473, 0.05993691086769104, -0.9087268114089966)"
0.022524967789649963,"(-25.769838333129883, 0.17834317684173584, -835.0575561523438)","(6.664806365966797, 0.05265500023961067, -0.8985846638679504)"
0.022567061707377434,"(-25.55023193359375, 0.17992852628231049, -835.0870971679688)","(6.658287048339844, 0.04382610693573952, -0.8990024924278259)"
0.022611115127801895,"(-25.33055305480957, 0.18124297261238098, -835.1166381835938)","(6.648985385894775, 0.037361856549978256, -0.8987312316894531)"
0.02266008034348488,"(-25.111156463623047, 0.18245573341846466, -835.1461791992188)","(6.65745735168457, 0.03681635856628418, -0.8989983797073364)"
0.02270578220486641,"(-24.89070701599121, 0.18368592858314514, -835.1757202148438)","(6.700048446655273, 0.037965767085552216, -0.9046494364738464)"
0.022755075246095657,"(-24.668657302856445, 0.18501006066799164, -835.205810546875)","(6.758699417114258, 0.04238143190741539, -0.9108502268791199)"
0.022805674001574516,"(-24.44389533996582, 0.18652698397636414, -835.2360229492188)","(6.855658531188965, 0.04869028925895691, -0.9220335483551025)"
0.022854313254356384,"(-24.19707489013672, 0.18826471269130707, -835.2689819335938)","(6.828923225402832, 0.04670809954404831, -0.920013964176178)"
0.02290164679288864,"(-23.972511291503906, 0.18977032601833344, -835.2991943359375)","(6.797337532043457, 0.04486986994743347, -0.9171432256698608)"
0.022950289770960808,"(-23.748180389404297, 0.19122011959552765, -835.3294067382812)","(6.79470682144165, 0.04356810823082924, -0.9179263114929199)"
0.022998301312327385,"(-23.524410247802734, 0.1926664113998413, -835.359619140625)","(6.76925802230835, 0.044050317257642746, -0.915800154209137)"
0.023045985028147697,"(-23.301374435424805, 0.1941191703081131, -835.3898315429688)","(6.751504421234131, 0.04409373179078102, -0.9124032258987427)"
0.0230923630297184,"(-23.07869529724121, 0.19560116529464722, -835.4200439453125)","(6.749298572540283, 0.0459282249212265, -0.9085786938667297)"
0.023141026496887207,"(-22.855497360229492, 0.1971733123064041, -835.4502563476562)","(6.778874397277832, 0.04924099147319794, -0.9095260500907898)"
0.0231893640011549,"(-22.6311092376709, 0.19887784123420715, -835.48046875)","(6.820664882659912, 0.054059166461229324, -0.9151718616485596)"
0.02323443442583084,"(-22.40464210510254, 0.20078915357589722, -835.5108032226562)","(6.903514862060547, 0.06141052767634392, -0.927409827709198)"
0.02328506112098694,"(-22.154884338378906, 0.20307594537734985, -835.5444946289062)","(6.935169696807861, 0.06310632824897766, -0.9333020448684692)"
0.023336682468652725,"(-21.9271297454834, 0.20508909225463867, -835.5750732421875)","(6.881908893585205, 0.05929403379559517, -0.9244186282157898)"
0.02338307537138462,"(-21.700111389160156, 0.20695148408412933, -835.60546875)","(6.880000114440918, 0.05394784361124039, -0.9257073402404785)"
0.023435676470398903,"(-21.473390579223633, 0.208661749958992, -835.6358642578125)","(6.859776020050049, 0.05069519206881523, -0.924736499786377)"
0.023481417447328568,"(-21.247455596923828, 0.21032561361789703, -835.6660766601562)","(6.838560104370117, 0.05043821036815643, -0.9207462668418884)"
0.023529771715402603,"(-21.02204132080078, 0.21199584007263184, -835.6962890625)","(6.823514461517334, 0.05072614923119545, -0.9208802580833435)"
0.023579105734825134,"(-20.797237396240234, 0.21367208659648895, -835.7265014648438)","(6.803233623504639, 0.05088392272591591, -0.9202492833137512)"
0.023617008700966835,"(-20.573097229003906, 0.21535274386405945, -835.7567138671875)","(6.78373908996582, 0.051143113523721695, -0.9184795022010803)"
0.023673251271247864,"(-20.349523544311523, 0.21703654527664185, -835.7869262695312)","(6.767019271850586, 0.05060117691755295, -0.9143581390380859)"
0.023722954094409943,"(-20.106313705444336, 0.2188301682472229, -835.8198852539062)","(6.747405529022217, 0.04889760538935661, -0.9091818928718567)"
0.023775925859808922,"(-19.883970260620117, 0.22037789225578308, -835.8500366210938)","(6.729576110839844, 0.0452532134950161, -0.9051183462142944)"
0.02381843514740467,"(-19.662134170532227, 0.22182543575763702, -835.8798217773438)","(6.720011234283447, 0.04305320978164673, -0.9052447080612183)"
0.02386225201189518,"(-19.440019607543945, 0.2232455462217331, -835.9099731445312)","(6.7431111335754395, 0.04327976703643799, -0.9076500535011292)"
0.023914242163300514,"(-19.216943740844727, 0.22470936179161072, -835.940185546875)","(6.775835990905762, 0.045492902398109436, -0.9092215299606323)"
0.023957083001732826,"(-18.992319107055664, 0.22627997398376465, -835.9703979492188)","(6.833049297332764, 0.04931877925992012, -0.9164133071899414)"
0.024007467553019524,"(-18.767038345336914, 0.2279050201177597, -836.0006103515625)","(6.806891441345215, 0.04850533977150917, -0.9161770343780518)"
0.024053597822785378,"(-18.543094635009766, 0.22947801649570465, -836.0308227539062)","(6.777126789093018, 0.04704819619655609, -0.9094223380088806)"
0.024099400267004967,"(-18.31949806213379, 0.23101477324962616, -836.06103515625)","(6.771387577056885, 0.04647836834192276, -0.9070010781288147)"
0.0241494569927454,"(-18.076215744018555, 0.23270836472511292, -836.09375)","(6.745314121246338, 0.04738306999206543, -0.9056919813156128)"
0.024206385016441345,"(-17.85392189025879, 0.23425190150737762, -836.1235961914062)","(6.728224277496338, 0.045856501907110214, -0.9053647518157959)"
0.024251533672213554,"(-17.632179260253906, 0.23571301996707916, -836.1531372070312)","(6.711086273193359, 0.04301992431282997, -0.9048627614974976)"
0.02429603412747383,"(-17.411048889160156, 0.23705312609672546, -836.1826782226562)","(6.692289352416992, 0.037971775978803635, -0.9047542214393616)"
0.02434513531625271,"(-17.190507888793945, 0.23817503452301025, -836.2122192382812)","(6.675040245056152, 0.03093346580862999, -0.9046489000320435)"
0.02438965253531933,"(-16.97052574157715, 0.23911307752132416, -836.2417602539062)","(6.6578545570373535, 0.026849305257201195, -0.9019966721534729)"
0.024436790496110916,"(-16.75115203857422, 0.23997008800506592, -836.2713012695312)","(6.639556884765625, 0.025796085596084595, -0.8990610837936401)"
0.024481307715177536,"(-16.532323837280273, 0.2408449947834015, -836.3008422851562)","(6.623619556427002, 0.027234533801674843, -0.8975557088851929)"
0.024533353745937347,"(-16.314062118530273, 0.24178531765937805, -836.3303833007812)","(6.608944416046143, 0.030045825988054276, -0.8957287669181824)"
0.02457951009273529,"(-16.075944900512695, 0.24296610057353973, -836.3626098632812)","(6.624921798706055, 0.03531351312994957, -0.8950132131576538)"
0.02462075464427471,"(-15.856853485107422, 0.24422447383403778, -836.3921508789062)","(6.651367664337158, 0.04049675911664963, -0.8996288180351257)"
0.024672502651810646,"(-15.63648509979248, 0.2456752210855484, -836.4219970703125)","(6.704891681671143, 0.04697783291339874, -0.9055874347686768)"
0.02472359500825405,"(-15.415044784545898, 0.2472662478685379, -836.4518432617188)","(6.696961402893066, 0.04804708808660507, -0.9010983109474182)"
0.024768464267253876,"(-15.194806098937988, 0.24880850315093994, -836.4813842773438)","(6.662591934204102, 0.04555085301399231, -0.8963020443916321)"
0.02481202408671379,"(-14.975003242492676, 0.2502422332763672, -836.5109252929688)","(6.657138347625732, 0.04168371856212616, -0.895167887210846)"
0.02486278861761093,"(-14.755657196044922, 0.2515360116958618, -836.5404663085938)","(6.63713264465332, 0.037073422223329544, -0.8910468220710754)"
0.024903729557991028,"(-14.536767959594727, 0.25269293785095215, -836.5700073242188)","(6.635680675506592, 0.034012552350759506, -0.8894597887992859)"
0.02495383843779564,"(-14.317322731018066, 0.2538120150566101, -836.5995483398438)","(6.661984920501709, 0.03420785814523697, -0.8922520279884338)"
0.025003643706440926,"(-14.076775550842285, 0.2550946772098541, -836.6317749023438)","(6.703362464904785, 0.03754236921668053, -0.8986260890960693)"
0.025050826370716095,"(-13.85423469543457, 0.25644174218177795, -836.66162109375)","(6.780361652374268, 0.0436139777302742, -0.9094653129577637)"
0.025099648162722588,"(-13.630212783813477, 0.2579176723957062, -836.6918334960938)","(6.772361755371094, 0.04460837319493294, -0.9064600467681885)"
0.02514486387372017,"(-13.407632827758789, 0.2593696415424347, -836.721435546875)","(6.732478618621826, 0.04348859563469887, -0.903514564037323)"
0.025193357840180397,"(-13.18547248840332, 0.2607674300670624, -836.7513427734375)","(6.728742599487305, 0.04139760881662369, -0.9052439332008362)"
0.025239231064915657,"(-12.963799476623535, 0.2621211111545563, -836.7809448242188)","(6.707345962524414, 0.04082244634628296, -0.9020150899887085)"
0.025289690122008324,"(-12.74277400970459, 0.26345494389533997, -836.8104858398438)","(6.690090656280518, 0.040003787726163864, -0.901332676410675)"
0.02533360756933689,"(-12.522257804870605, 0.2647618055343628, -836.8400268554688)","(6.677959442138672, 0.03953751176595688, -0.8993138074874878)"
0.025373920798301697,"(-12.30162239074707, 0.2660849988460541, -836.8695678710938)","(6.697084426879883, 0.04079068452119827, -0.9009578227996826)"
0.02543160319328308,"(-12.059861183166504, 0.2676085829734802, -836.9020385742188)","(6.7328009605407715, 0.04396367073059082, -0.9064620733261108)"
0.02547978237271309,"(-11.836616516113281, 0.26915156841278076, -836.9322509765625)","(6.799449443817139, 0.04934559762477875, -0.9132536053657532)"
0.02553451620042324,"(-11.61104965209961, 0.2708510756492615, -836.9624633789062)","(6.844056606292725, 0.051734838634729385, -0.9172335267066956)"
0.025574829429388046,"(-11.386238098144531, 0.27249541878700256, -836.99267578125)","(6.788938522338867, 0.04835138097405434, -0.9128907322883606)"
0.025621695443987846,"(-11.162415504455566, 0.2740369439125061, -837.0228881835938)","(6.782442092895508, 0.045564573258161545, -0.9114803075790405)"
0.025677751749753952,"(-10.938803672790527, 0.2755375802516937, -837.0530395507812)","(6.766018390655518, 0.046002767980098724, -0.9048893451690674)"
0.025718072429299355,"(-10.71589183807373, 0.27709388732910156, -837.0827026367188)","(6.746503829956055, 0.04795859381556511, -0.9044640064239502)"
0.025765277445316315,"(-10.493593215942383, 0.2786860466003418, -837.1126098632812)","(6.7279815673828125, 0.04844795539975166, -0.9058285355567932)"
0.025815431028604507,"(-10.271867752075195, 0.28029268980026245, -837.1421508789062)","(6.709409713745117, 0.04898346960544586, -0.902981162071228)"
0.02586427517235279,"(-10.030704498291016, 0.2820762097835541, -837.1743774414062)","(6.689455509185791, 0.050305161625146866, -0.9020283222198486)"
0.025914102792739868,"(-9.810262680053711, 0.2837713062763214, -837.2039184570312)","(6.672455787658691, 0.05207833647727966, -0.9020617008209229)"
0.02595999650657177,"(-9.590174674987793, 0.2855212986469269, -837.2334594726562)","(6.672173023223877, 0.053968533873558044, -0.9045323133468628)"
0.026004595682024956,"(-9.369522094726562, 0.2873428761959076, -837.2633056640625)","(6.699443340301514, 0.05631957948207855, -0.9060112237930298)"
0.02605181746184826,"(-9.147903442382812, 0.28924232721328735, -837.293212890625)","(6.726067543029785, 0.05807625874876976, -0.9057857394218445)"
0.026100022718310356,"(-8.926362991333008, 0.2911020517349243, -837.3228759765625)","(6.696090221405029, 0.05456238240003586, -0.9024680256843567)"
0.026143310591578484,"(-8.70579719543457, 0.29284316301345825, -837.3524169921875)","(6.679084300994873, 0.051275815814733505, -0.9009742736816406)"
0.026195451617240906,"(-8.485610961914062, 0.29450058937072754, -837.3819580078125)","(6.6649298667907715, 0.05010971426963806, -0.9004600048065186)"
0.026239722967147827,"(-8.266066551208496, 0.29618626832962036, -837.4114990234375)","(6.643228054046631, 0.0520315058529377, -0.8980873823165894)"
0.026289569213986397,"(-8.027290344238281, 0.2981019914150238, -837.4437255859375)","(6.6247735023498535, 0.054127037525177, -0.8911513090133667)"
0.026337796822190285,"(-7.80898380279541, 0.2999073565006256, -837.4732666015625)","(6.607150554656982, 0.05497262626886368, -0.8854258060455322)"
0.026387998834252357,"(-7.591196537017822, 0.30172666907310486, -837.5025024414062)","(6.59657096862793, 0.055437494069337845, -0.8852245807647705)"
0.026427045464515686,"(-7.373209476470947, 0.3035838007926941, -837.531982421875)","(6.616158485412598, 0.05701025575399399, -0.8882814645767212)"
0.02647724747657776,"(-7.154390335083008, 0.3054977059364319, -837.5615234375)","(6.643275260925293, 0.0588311031460762, -0.8879137635231018)"
0.02652515284717083,"(-6.935068130493164, 0.307437926530838, -837.5910034179688)","(6.635914325714111, 0.05804731696844101, -0.8854302167892456)"
0.026573386043310165,"(-6.716679096221924, 0.30931416153907776, -837.6200561523438)","(6.606451511383057, 0.0559467114508152, -0.885545551776886)"
0.026618337258696556,"(-6.498836994171143, 0.3111222982406616, -837.6495361328125)","(6.596123695373535, 0.05393797904253006, -0.885181188583374)"
0.02666330710053444,"(-6.281525135040283, 0.3128741681575775, -837.6785278320312)","(6.57489538192749, 0.05245296657085419, -0.882869303226471)"
0.0267135389149189,"(-6.045168876647949, 0.3147522211074829, -837.7100219726562)","(6.557440280914307, 0.05195906013250351, -0.8831254839897156)"
0.026760159060359,"(-5.829112529754639, 0.31646597385406494, -837.7388916015625)","(6.539137840270996, 0.05226423963904381, -0.8834496736526489)"
0.02680579386651516,"(-5.6136345863342285, 0.3182205259799957, -837.7677612304688)","(6.521980285644531, 0.05397460609674454, -0.8813232779502869)"
0.026845848187804222,"(-5.398741722106934, 0.3200187683105469, -837.796630859375)","(6.503549098968506, 0.05480676144361496, -0.876777708530426)"
0.02690034732222557,"(-5.184367656707764, 0.3218229413032532, -837.8250732421875)","(6.490849494934082, 0.05404715612530708, -0.8438230156898499)"
0.026943357661366463,"(-4.970348834991455, 0.3235607445240021, -837.8518676757812)","(6.479973316192627, 0.05147036537528038, -0.7876213788986206)"
0.026987358927726746,"(-4.756897926330566, 0.32523226737976074, -837.8782958984375)","(6.457981109619141, 0.05013926327228546, -0.8165422677993774)"
0.027031047269701958,"(-4.544157028198242, 0.32686492800712585, -837.90576171875)","(6.438967704772949, 0.04893535003066063, -0.8348613977432251)"
0.027078676968812943,"(-4.331943988800049, 0.3284427523612976, -837.93310546875)","(6.423255920410156, 0.04655589908361435, -0.8215129971504211)"
0.027124663814902306,"(-4.1010422706604, 0.33005794882774353, -837.96240234375)","(6.404974937438965, 0.04346088320016861, -0.8223797678947449)"
0.027160797268152237,"(-3.9474871158599854, 0.3310859799385071, -837.9822998046875)","(6.3929924964904785, 0.04256312921643257, -0.8257134556770325)"
0.02721138298511505,"(-3.6985833644866943, 0.33276212215423584, -838.0147094726562)","(6.373114109039307, 0.04383547604084015, -0.8240187764167786)"
0.02726985141634941,"(-3.4313862323760986, 0.33467355370521545, -838.0492553710938)","(6.352140426635742, 0.046892791986465454, -0.8244783878326416)"
0.027314526960253716,"(-3.2220942974090576, 0.3362526297569275, -838.0767822265625)","(6.334757328033447, 0.048804569989442825, -0.8242641091346741)"
0.0273588877171278,"(-3.0133655071258545, 0.33789899945259094, -838.1040649414062)","(6.318175315856934, 0.05075770616531372, -0.8236250877380371)"
0.027408834546804428,"(-2.786297559738159, 0.3397443890571594, -838.1337280273438)","(6.298916339874268, 0.051446784287691116, -0.8225682973861694)"
0.027452537789940834,"(-2.5787196159362793, 0.3414359986782074, -838.16064453125)","(6.284241676330566, 0.05117114633321762, -0.8239561319351196)"
0.027494926005601883,"(-2.3712282180786133, 0.34313446283340454, -838.1878662109375)","(6.29545783996582, 0.051925770938396454, -0.8253384828567505)"
0.027538301423192024,"(-2.163076639175415, 0.34488093852996826, -838.21533203125)","(6.319478988647461, 0.0539262518286705, -0.8241143822669983)"
0.027585290372371674,"(-1.9537901878356934, 0.34673914313316345, -838.2428588867188)","(6.365499496459961, 0.05862311273813248, -0.8278666138648987)"
0.02763129398226738,"(-1.74363374710083, 0.34870073199272156, -838.2703857421875)","(6.354907035827637, 0.058944717049598694, -0.8240889310836792)"
0.027673369273543358,"(-1.5346227884292603, 0.3506048917770386, -838.2973022460938)","(6.322622776031494, 0.056577879935503006, -0.8206000924110413)"
0.027714792639017105,"(-1.3260629177093506, 0.35241803526878357, -838.3241577148438)","(6.316745281219482, 0.05374345928430557, -0.8225446939468384)"
0.027766406536102295,"(-1.117926836013794, 0.35413968563079834, -838.3510131835938)","(6.297176361083984, 0.05021074041724205, -0.8216967582702637)"
0.027814732864499092,"(-0.8913590312004089, 0.3558571934700012, -838.3803100585938)","(6.298791885375977, 0.04631414636969566, -0.8228070735931396)"
0.027856813743710518,"(-0.6830078959465027, 0.35738569498062134, -838.4076538085938)","(6.3262786865234375, 0.04644158110022545, -0.8255556225776672)"
0.027899552136659622,"(-0.4737619459629059, 0.3589378595352173, -838.4351806640625)","(6.3497796058654785, 0.04731466621160507, -0.8262698650360107)"
0.027942948043346405,"(-0.2645939588546753, 0.36045074462890625, -838.46240234375)","(6.323880672454834, 0.04435383901000023, -0.8230358958244324)"
0.027986017987132072,"(-0.05625748634338379, 0.3618614077568054, -838.4893188476562)","(6.307479381561279, 0.041449908167123795, -0.8241367936134338)"
0.028035683557391167,"(0.15168994665145874, 0.36320674419403076, -838.5161743164062)","(6.294438362121582, 0.04089140146970749, -0.8216694593429565)"
0.0280689038336277,"(0.3590961694717407, 0.36459603905677795, -838.5430297851562)","(6.276932239532471, 0.04297871142625809, -0.821892261505127)"
0.028121856972575188,"(0.5659539699554443, 0.3660367429256439, -838.5698852539062)","(6.261105060577393, 0.04436467960476875, -0.8221946954727173)"
0.028163300827145576,"(0.7721917629241943, 0.3675573766231537, -838.5972290039062)","(6.239073276519775, 0.047638554126024246, -0.8408690690994263)"
0.0282113216817379,"(0.9962953925132751, 0.3693394362926483, -838.6286010742188)","(6.211300849914551, 0.051027048379182816, -0.902627170085907)"
0.028260329738259315,"(1.2009168863296509, 0.3710792660713196, -838.65869140625)","(6.194436073303223, 0.05419867858290672, -0.900078535079956)"
0.028296180069446564,"(1.4051454067230225, 0.37290918827056885, -838.6874389648438)","(6.182976245880127, 0.05617303028702736, -0.8530431985855103)"
0.028344202786684036,"(1.6089140176773071, 0.3747209310531616, -838.7156372070312)","(6.166235446929932, 0.05280238762497902, -0.8510681390762329)"
0.028383346274495125,"(1.8120665550231934, 0.37636569142341614, -838.7438354492188)","(6.148291110992432, 0.047730110585689545, -0.8582673072814941)"
0.028429066762328148,"(2.014678716659546, 0.3778899908065796, -838.7720336914062)","(6.133719444274902, 0.0451950840651989, -0.8468506932258606)"
0.02847149968147278,"(2.216818332672119, 0.3793526291847229, -838.7996215820312)","(6.118712902069092, 0.043687883764505386, -0.83563232421875)"
0.02851327508687973,"(2.4184517860412598, 0.3807726502418518, -838.8271484375)","(6.102811336517334, 0.04276472330093384, -0.8304646015167236)"
0.028554391115903854,"(2.619581699371338, 0.38218411803245544, -838.8546142578125)","(6.089886665344238, 0.04303339496254921, -0.8246098756790161)"
0.028604717925190926,"(2.839083671569824, 0.383798211812973, -838.8843994140625)","(6.107380390167236, 0.04691031947731972, -0.8251383900642395)"
0.02864583395421505,"(3.041106939315796, 0.3854360282421112, -838.9119262695312)","(6.134388446807861, 0.05175729840993881, -0.8273721933364868)"
0.028691565617918968,"(3.243706226348877, 0.3871713876724243, -838.939453125)","(6.132608890533447, 0.052439115941524506, -0.8239877820014954)"
0.02873433753848076,"(3.4454681873321533, 0.3888899087905884, -838.9664306640625)","(6.102938175201416, 0.05188102647662163, -0.8233379125595093)"
0.028776120394468307,"(3.6467525959014893, 0.3905833661556244, -838.993896484375)","(6.096295356750488, 0.05047009885311127, -0.8236356377601624)"
0.02882053703069687,"(3.8476369380950928, 0.3922216594219208, -839.0210571289062)","(6.078107833862305, 0.049073874950408936, -0.8239241242408752)"
0.028860677033662796,"(4.047892093658447, 0.39381536841392517, -839.0481567382812)","(6.062246799468994, 0.047470446676015854, -0.8243124485015869)"
0.02890443429350853,"(4.247747421264648, 0.3953438401222229, -839.0752563476562)","(6.050159931182861, 0.04549847170710564, -0.8236327171325684)"
0.02894490212202072,"(4.447054862976074, 0.39682719111442566, -839.1021728515625)","(6.033079624176025, 0.044573549181222916, -0.8050225377082825)"
0.028996890410780907,"(4.664055824279785, 0.39841604232788086, -839.1299438476562)","(6.0232391357421875, 0.043767429888248444, -0.738982617855072)"
0.029034415259957314,"(4.862628936767578, 0.39985665678977966, -839.153564453125)","(6.00960111618042, 0.04389595240354538, -0.7189657688140869)"
0.02907424420118332,"(5.06051778793335, 0.4013351798057556, -839.1782836914062)","(5.986181259155273, 0.04557763412594795, -0.767543375492096)"
0.029118681326508522,"(5.25778865814209, 0.40286746621131897, -839.2037963867188)","(5.971093654632568, 0.04702303931117058, -0.7681580185890198)"
0.029158510267734528,"(5.454578399658203, 0.4044327139854431, -839.228759765625)","(5.9569902420043945, 0.04774351790547371, -0.7533429861068726)"
0.029200315475463867,"(5.650841236114502, 0.40602222084999084, -839.2536010742188)","(5.940138339996338, 0.048581358045339584, -0.7609004378318787)"
0.029245739802718163,"(5.846549987792969, 0.40762507915496826, -839.279052734375)","(5.923441410064697, 0.04846910759806633, -0.7667043209075928)"
0.029286885634064674,"(6.041715145111084, 0.4092141091823578, -839.3045654296875)","(5.907871246337891, 0.04800260812044144, -0.763236403465271)"
0.02932671457529068,"(6.2363715171813965, 0.41079244017601013, -839.329833984375)","(5.891404151916504, 0.047432441264390945, -0.7637194395065308)"
0.029371187090873718,"(6.448128700256348, 0.41246071457862854, -839.357666015625)","(5.874458312988281, 0.0454595573246479, -0.7658191323280334)"
0.029413022100925446,"(6.641744136810303, 0.4139353930950165, -839.3831787109375)","(5.864267349243164, 0.044175755232572556, -0.7655618786811829)"
0.029456505551934242,"(6.835488796234131, 0.41538429260253906, -839.40869140625)","(5.880537509918213, 0.04412522539496422, -0.7660698890686035)"
